faction,x,y,asset_mint,cargo_type
MUD,-30,-16,7sWZSc6Nda7BnnrRosrHzF6a8CtqKpExeu68i4hFe7PM,Hydrocarbon
MUD,-30,-16,DGAi8kSyyDpjR3xBWjD1BJDc2ZotYbRGjs5WdUMp1kc3,Iron Ore
MUD,-30,-16,9Vm98how67q63FY3UdS1kgxXw3mm5DkBj8vJ9arTWoYF,Golden Ticket 2624
MUD,-30,-16,6yp5MQjxt9Rr15kWZpFp2DkVbFBgJfyGVeCbCX4wbY8P,Nitrogen
MUD,-30,-16,Hhxe9PWGqssdcY6sMfHHHo3iw4u63E6mjc5Bz3sq66GG,The Edge of Paradise
MUD,-30,-16,3LuaWwVQK5yXSgSZBMUpkrN4uzSjAr8vm7yrMFCbgmH4,Rochinol
MUD,-30,-16,7163SMMxN3jLgMtMJ5WnFkgZ8gtrcRp9wAF8HUMWQ7u9,Copper Wire
MUD,-30,-16,5xhkBq7gYpjBMH38etvW8J3gpEhsWFB4w4cmvWnHYq7d,Energy Substrate
MUD,-30,-16,43L1KjgVfKNyhHr9REruwnch8zm9kHqfQvam2TKx2sC5,Crystal Lattice
MUD,-30,-16,BG4GYUgmESCBBBuS6ZQv4psKyUpgZskmx6a7DSXTGPTb,Survey Data Unit
MUD,-30,-16,8mngE1Ds7tudo2c41UxM9sksMqGjBBhcRzdSyrVZTG4G,Radiation Absorber
MUD,-30,-16,Aa6eM8qiYqKaWpH3JT9CsURaqaRSy2oh3tUF1uk2NQ97,Food
MUD,-30,-16,4sCKhLUFbnGztmFgESCoahdNPx1iQV9cR1HhfvonA47K,Power Source
MUD,-30,-16,2SWYg6mAge6mboixhvKuerGLACdCCdCbnUbY3gP4pqB7,Iron
MUD,-30,-16,4y62Z5Trq2SrTd2pm1SUHCjLRV2MgykVT1vy1D1Nj5Ya,Titanium Ore
MUD,-30,-16,G2Rhfyr4vmSxapd2yGvGTx11QELUG8jQW5AdPiyVYuFg,Electronics
MUD,-30,-16,5SP9RegsnDXXRPrxuLULZ933CfSZyKLMbEc82SwQyJrM,Framework
MUD,-30,-16,7JRBQt3E6iQfiP2nM7qek5R8vKb3aP6aY4N1E6H87YFi,Hydrogen
MUD,-30,-16,2HtWdvWRmqTtX2A3EfMazYLhTMw4P2yg3SvgKzUdd1fE,Field Stabilizer
MUD,-30,-16,BpEvLRQRQMB5nshARVQ5ifpm4EbFoQciwjHeQh9LVVkf,Steel
MUD,-30,-16,EwVcGMUnEZc9bpS3XMbwfiHB3iEmFYC1WTXLjC3CgoSb,Toolkit
MUD,-30,-16,HGgbdmjtiDWs34exXW26TV8Ak1q1Qikuk3HzpyVxydLm,Polymer
MUD,-30,-16,HNFWmerZEiq7iTH6QVpScvpcfEqCghqEKAz7tCLBATta,Aerogel
MUD,-30,-16,FfbPtr7iv8Q5HgE9ykQrx1Bad4DFogh8vHNWw79KUQg9,Carbon
MUD,-30,-16,F631VdND24Uc3phZzUkku1ruRz27AcFDW3jM1cLzBTUM,Calico Maxhog
MUD,-30,-16,J2qczVqgb6qgdKETUeqc3owNvdF1oC3psLDU551WLSF4,Copper Ore
MUD,-30,-16,EWVYzWMGpMtkRV6FCCZkHzRev55hx7UKt5M7cqVkGmqT,Diamond
MUD,-30,-16,B2WSx1Rqmt2JQHrzLFLYhxu1qCRcKSByhXGr3LDsFj5p,Super Conductor
MUD,-30,-16,C94AaQJ2Nk6af2bCSA4hdDx9dUrvwK3JBav1Emq4zcxV,Arco
MUD,-30,-16,H9yJp99ehcjXKgh5k6QBW7cZnyrxoiea4exBYvSiL851,Graphene
MUD,-30,-16,8dwLumKcPv2LUX4d3BCJG6BGN5MyvyuT83Gt57mPMb2H,Fimbul Mamba EX
MUD,-30,-16,5HqPeMVF4w1GFJNvyoAynNVEnsT4coycpZTbTqARiFDi,Magnet
MUD,-30,-16,4G2sxb5eKzusZmQ163mbGUyjRCtVgU33vEhdhxJjJUuE,Electromagnet
MUD,-30,-16,D5QVisWJjTKFxdsVbWGYXLrjnAWGYL97zKGQcfnFW66p,Lumanite
MUD,-30,-16,3auvRNz7HdNaz9kvcsYud5yYz49fktMRdajCLgQ9HZtU,Copper
MUD,-30,-16,FSBYzz2Uea2pCzGzHDjciRKnPo9SxAhPUk9NjacGq1tG,Silica
MUD,-30,-16,43romTHwfD3TD8n9Bneu6LSoWTtvE8nDdkxYrXMxaqDQ,Ammunition
MUD,2,-34,JCrEkZqn8scpzcNWLcRdRmApB2AB2d6xdbkvxMcQVR2a,Particle Accelerator
MUD,2,-34,8pbBwqniQv23ZC6UngxeZMiaAWiv9G2N8ydKJquNRZ8E,Fuel
MUD,2,-34,DsKJZk4jJ39k4sd9J2KAh1bxdyPa1QrEJfNYU7LURZ2v,Strange Emitter
MUD,2,-34,3t9QHnDVXqyz3wSTQuUzUS5FtX8CmnkYtMX4T3io2FcP,Biomass
MUD,2,-34,3Aosd8zT16hpzMZa5Xj9FexxFh1nswU2aSkNmc13K3MV,Honeyland Explorer Badge
MUD,2,-34,45UUZ6zpGVGGnxeyd3rAfNtn8jfJSmHqoTLPXachLAyc,Titanium
MUD,2,-34,FCRmj7GFUnDQArwvPw7gxfFeisnjiYCR4wG2ktWy8Rwf,Hydrocarbon
MUD,2,-34,9pk8VgYXZtfLHyCHbndM8vqnULuRdHtihxVvSJm3jsk7,Iron Ore
MUD,2,-34,GMD4iPFjPt4QxfJoj55zMgwNRvwY2R5oYjxbWzv1GZL1,Golden Ticket 2624
MUD,2,-34,4W8FQ2KFTSFCQkNE7QzyB6YSJeX3pyh9s2UuaCVoVuLw,Nitrogen
MUD,2,-34,AjTahJQKnVsUvaJajp19EG36dw7jdGVzEu3XrFeL3UH7,The Edge of Paradise
MUD,2,-34,HveUH2UZArjSkqJwGrQ5Di1bLCQBfKuzdwRxHtvGASot,Rochinol
MUD,2,-34,HuXZC3EXPEfrdFREdy7Ue1vDoPKe4mSvyFnvAXxpV3R8,Copper Wire
MUD,2,-34,4G5KCDDaiXHDpmGyfWLmSFkiMqsRmAitm2LSe7DWc3dJ,Energy Substrate
MUD,2,-34,AoNhx3zBMP9RcduV5pkGFHK8pk9wGCEsXSt2cS4MjkaU,Crystal Lattice
MUD,2,-34,G7yviikSihxe7zoTaMNfjXtt71woUdPsTfyT4d2GfvVr,Survey Data Unit
MUD,2,-34,2Nisfez9faXCoYBRdRnoRu91aKLAF2WEnY9ngzh4JSo2,Radiation Absorber
MUD,2,-34,3XygGs1VeMfyNAiP8tGWwCKoCRbd8sSGitFkK7jQWiZK,Food
MUD,2,-34,8gAuW3aDYhpiL9pWvtTEAU4tXdaGRUKTpW7vm8eqd1eF,Power Source
MUD,2,-34,F6Y92Xbe8Ex85miYTXWLvsdoVf6GuVQKNWrigurwrx6X,Iron
MUD,2,-34,CQ6S4whbDY9KjLUhoAVud7DUkeyCJhpy6C9ryY4aAHsc,Titanium Ore
MUD,2,-34,AYLmjmmebpUaQiPS2ENRa48134fiY1xhmgXxJiuQoBPG,Electronics
MUD,2,-34,AwysxegKAV344hgontDfEGp2fVU12EuvEYyAZ7YBUnaL,Framework
MUD,2,-34,9GEY9wWzw2qD2xhkKssZqTV99gCvM7L5g4S9JKNKa7Lu,Hydrogen
MUD,2,-34,BPsCrpA4LjwV9CvpddGL95nFdV3aSy4dWyrd9SKAS4gf,Field Stabilizer
MUD,2,-34,6xxw9QJmc4dy1hb54UGj6wGjC4UCCycjwmscMryyw4dr,Steel
MUD,2,-34,E8zBd7pHZb2ZLFbFkiYLXrNXiZJS322TQ37AnT2HxVvt,Toolkit
MUD,2,-34,BaqHuxoY8qtNFWuoABQWHeQJh3ShctPSUVXRbszC4EDH,Polymer
MUD,2,-34,AtXgJoTV1vUoa1qJ56L6XhPExFw34wZvD9sgHNVukSfa,Aerogel
MUD,2,-34,BJMq4Nn8AX7RmoCGkHDpwosBxuGxjLWVzWJykY1tNFv5,Carbon
MUD,2,-34,DmfYWseEVy2jNQs7TGGfwWxTfBuxGz4g1xviTqrCRcVh,Calico Maxhog
MUD,2,-34,HRqhLS818MakR6samoMYqJffyoBX9NcpyqWhoujunFqE,Copper Ore
MUD,2,-34,8fyqUqmw67VnhPFB58UbEiem8o2n41Ew7L9164ZhQR79,Diamond
MUD,2,-34,Fynpd87Zx3nmogJ7XbgCgByhPfkwoXYN6qtDeaCe4BuK,Super Conductor
MUD,2,-34,An79gTg9jz3uthT8BzL6281u4oRT9W9oRrxSStiH6KLv,Arco
MUD,2,-34,2Pvr68vEMRa8bNVvzqveB86bgpg6Kvh7TkdZfcyjRv1M,Graphene
MUD,2,-34,9KMqSEdfBUKBKGScMR39b56zTBTFXN2yNh4AQfG5VmW2,Fimbul Mamba EX
MUD,2,-34,xkkD1Yx3XF2hadvoAfUonxZYwS6bqdyWxrBCh1os1TJ,Magnet
MUD,2,-34,BNEbuRroAZxjBdANXRKrs1aJWWM44igFvD3oTm2enhCU,Electromagnet
MUD,2,-34,GTBmEKj5dNvEHAzWo1qsP4cSchahRmmv34cctzPq9dyu,Lumanite
MUD,2,-34,2red5vdwyco7dfM7F7Dqz2KMTMWSuAyjXconQ21tXG1v,Copper
MUD,2,-34,4z8YYCGUvP5DKEQ4BAxZ5zYjJvBurUjzK2VjvXw17XPm,Silica
MUD,2,-34,HDUfLvHq1TkbnPJb8dCpE43zkTvxTC5aLmg1beypm1AU,Ammunition
"","","",5CSNr7cvfyTfTCUhdtA3zR32p4iNkZqtmSyjSp6T8NLv,Particle Accelerator
"","","",HrgRpaNF8k2SC7r1q1JzJep11otfuTxLQn8YTwMqjuMD,Fuel
"","","",33QxKCqmXKg7joFMsQPBknxJeLRTy5R5hRSa9xGpm8mJ,Strange Emitter
"","","",d2DVUem6Acf5Lu6a5EVtLU8vbMs36eN8AyDtfqdQWeP,Biomass
"","","",6SoMs5QVJe3d2joiBqMjHUjGQGC94zxS1dU41tXFhS6y,Honeyland Explorer Badge
"","","",5R1MUJqNE6jjagHJfMUcbdVgrBZyvZhpJ6rtrfJwGg5R,Titanium
"","","",HeJzXYoYtQJj4mPXWTVYmdJDKXo5Vu86LCS38jHdikvy,Hydrocarbon
"","","",Bj6iqnk5wmsCub7Wupe2vzRL35BnHDSCv2PGLMbUzhTp,Iron Ore
"","","",J2SkzsH5QBsc58kdZSUTSBfTZGDxH9Nrgsu3szoC4Kwh,Golden Ticket 2624
"","","",uKq1Aryww1WcSNp9MrzdDSjmyKcHGeFvB2BoYSgPfaH,Nitrogen
"","","",JAYCKR5s9ZQwwtCQuAChngXcrH8pyuMVGzsLs9zTRtQx,The Edge of Paradise
"","","",7RvL28d8XuLYyqAMEGDAD8FtXR7SM94aXtC9gdQHUtQG,Rochinol
"","","",GKBPSK7j9Jr9xfpJtyVTUSe98xf8qHB61mHyWXGrPaUf,Copper Wire
"","","",6chorzArFQbq9D9df9f46PwJpBtKcGSpjZb9o87ykCca,Energy Substrate
"","","",85b3NAYcvUNsGpf5B8L94PeCwZ4Dq8ZxznuC8zHbtWdW,Crystal Lattice
"","","",HNguAyGfzpdhu7pPKNUcBWZQpbmX1oUrhGPVePb5DZeZ,Survey Data Unit
"","","",9Zj8dWqvJwmBzzjb863LPrURd7AJ2VZgnt4S1aQvkmqf,Radiation Absorber
"","","",Fd5vJq5fRwd7NSmF6WNgvJCdoW6L6AUtyZng2vc7oDgB,Food
"","","",8vrnbLp1bNYFNmJgz3cCoUJtBwq8adhxt1YaoeVTuK3Y,Power Source
"","","",E4ACsoF3yutQPk3re4uvdthjKY2tATms9VJtvoFL7E4d,Iron
"","","",DCUwFLkV2kbukMVH369gjJanwZT1uFCE1RYrDuVc42db,Titanium Ore
"","","",7swiKiQPdM7TJYWZkWDEh5HFKR4L6tQAwx712SjW3cwr,Electronics
"","","",JDKDU5eoqLmS6e2ae5stzQbAdXxb6nk9ShUxgaAEzycv,Framework
"","","",GarVZ5A7MaDULCWktrxCHJfpXf9zdHFuhE7Tjcud2SYz,Hydrogen
"","","",7Sn3deFGzqamf7abwEsvdNGHieXuMaEsaVCntbwfix2W,Field Stabilizer
"","","",BCPg7yjq7eYwRvLQ5HEhnbtapT1DbqEE4CsYSvnFxxbM,Steel
"","","",B13AC6Vc7n8Kfuq73hJYtxLAigG7vZJY6y7DcmR1uus,Toolkit
"","","",63Xeg3G4tcEUnuhLh3Rgk4QQJd8N8jqQqUt87FsEZD6D,Polymer
"","","",CzQrhQm1dARXeavQZSNoBzAEU4EbxmDE4CWPpBfv24Ak,Aerogel
"","","",5iaSJnGsXSJkAH9RQn95984V17ej6597uWvkwN5iWCRu,Carbon
"","","",B4YK4ZdSv6MbXMPhr9XoNwRd7cP2cKtvrdqdfWxoyMhF,Calico Maxhog
"","","",GCDoeVqL3nFNSs15cCzHC2uGbD4MRYdVkGsGoKyR7mGS,Copper Ore
"","","",Ax7u7y2Eo4H3bq3sKsnagA9CgUTzctAbw24ganMhu68B,Diamond
"","","",J6RgqBBuXLAdUhFrA6fNej8n9zWCHETTyoAyT33xD46,Super Conductor
"","","",73QsRucuwxQH9GQp7qV79zChwPY9gQP4Wh6TXgKgGA3x,Arco
"","","",9gcR4yMyq6mNCsmpBft7VAMgHgiCRR5wH4vKjKcfPQA6,Graphene
"","","",J55UhUXMXu6X3DtGWxhc5CQGzKFK31ifAtV9tpJ7Z2r8,Fimbul Mamba EX
"","","",DLWSYSK98PGaJHhFJUxMxBeQFqTjs3A62jfBSSE8YFTk,Magnet
"","","",FwidtuSHekyJ78xpcHGM8PdBTaxwXrSBtC8yZZZFQv3T,Electromagnet
"","","",Bpt81FdFZbHfhgYZgL8DA6m3D47PzJS6a8od3b7Rg3vD,Lumanite
"","","",CG4tusYkoCn9yvY5toNZsBo8Yjrpag1AmGk1KesXJAAS,Copper
"","","",8gNoziN69wX8qK8xphWRYYbLPRDUtAgJKJMoqscuVweE,Silica
"","","",7ezdw9Rw9J1P8QU8xq9LSt9EcUKKNxmVzWQphwz3Gany,Ammunition
MUD,23,-12,GX3B3cDUvRs7myLjbUVN8dypuyeoS6W8pKrzWgT9z3SR,Particle Accelerator
MUD,23,-12,DAhNgRKubTxuM3zJb7cEorwME32TBbqLGjUhbUtNrCjj,Fuel
MUD,23,-12,5ZKBzu96bPnfRNTsBrSmjnmvmiND6ndwNLPAAE1HGMY3,Strange Emitter
MUD,23,-12,AoMiq615DdWTy1vGJ78ZNLMFLdpauPJJPv8QqLYwWy3n,Biomass
MUD,23,-12,VDGr7zvAjshpMaX9XJAkqm1X18rbBQ3KymHBoDUhkTD,Honeyland Explorer Badge
MUD,23,-12,3E7NjfUkkCjGBKJ2E46UqT5mR8HF5Peo5xaRALcfkUMs,Titanium
MUD,23,-12,Ehf67oXUBRLivT4fg7xmmZVYDT8eoWkMoazZVXHsKRJs,Hydrocarbon
MUD,23,-12,2CaGptFUgPJiGHKgN274J21CFBHybV4P3gY6rynDA5Nv,Iron Ore
MUD,23,-12,87M54bpDST1gwv3jKWXxMAvfAewZswbZ1zsS8S6krDfr,Golden Ticket 2624
MUD,23,-12,GqqwJLZeYpyqQaDRLRto7dV7yMwK2NHtegkdwuaoTEvC,Nitrogen
MUD,23,-12,81H8Yygiwri1JPqRxG9zwysTdisPG1pVwTzRW7pHJ2fB,The Edge of Paradise
MUD,23,-12,A1VLPVAesbBwGHgGQVEnUzJjiSTMkftvN9utGf4tjtnW,Rochinol
MUD,23,-12,AnAZ8AnNu4B8kjCkYBAwNr6AcdB7vbnEQKCdE4YGQ5zF,Copper Wire
MUD,23,-12,AxvCtK7fxvoDpJVJtWK6pSxvMgLo2KQNzmXAFFQyM8cU,Energy Substrate
MUD,23,-12,AAQUGao9syACUWtig8wXn3aKevdDh1Twj4Dd6Jk6MkYJ,Crystal Lattice
MUD,23,-12,74MawURbNo8Hvd5a1zjZpfxWJJDRivq5LvG3ZxBePAL4,Survey Data Unit
MUD,23,-12,4jjXVmBbTqSTCQtKcA4G8VARgzXoFT1Kiigjszz3o4Yo,Radiation Absorber
MUD,23,-12,JCCUvtdWufVCawoFS8wQvLNzbTd8oBG3EhNNG5EmARgf,Food
MUD,23,-12,9kmeJP2nZ789siF3EqMRjhRTUXNDwBmLoSnP238c7beb,Power Source
MUD,23,-12,GESFCMoT7ZWFZVQEfn3hQZsTHrA7qyJxFGEAeDWeDPwi,Iron
MUD,23,-12,5rmxDBQWdby4TngRydLia6FdB4BykXjU7nQ26krvNmw6,Titanium Ore
MUD,23,-12,BoLKi7kjGZrqiWnMi1pnhtQvuV7DK3rzjN8msuiSpDjo,Electronics
MUD,23,-12,BKwLXuwy4XmGG7mMcQuZ52D6xj5ag6octYNiwRrscojz,Framework
MUD,23,-12,Fg2gwBj96wRHVumiRHwYasoHL4VtPWfwujBMCPgawrt2,Hydrogen
MUD,23,-12,ZhAbG6BZBABVPaCYxmL44j4z4BtGsn69LXdTj2bRmv5,Field Stabilizer
MUD,23,-12,4LLBongKDbsXpLeDj9pzm9teh8Pco7gmtZvfYmbaKLEp,Steel
MUD,23,-12,EnjeubyACwA9ELqqh4yRSbnXET2KKJJEbmfzGiHXA6iX,Toolkit
MUD,23,-12,8QXVFuRCqA6NFBe9Wvqt6N4CkojE7uzH5NKQqeCRzSh,Polymer
MUD,23,-12,FDYVN7if5MduSrWRzbzwXF2EZHqYmf5WpMjRvjPrUR93,Aerogel
MUD,23,-12,HNeCAFWTX4dcZbZmWBeLJ1Kg8EMmmo1QrzuntFXPfEva,Carbon
MUD,23,-12,8DBQpAh2yh8RWLsfMHAVYDT4a97AhLFm8gnQYdrJ8r2i,Calico Maxhog
MUD,23,-12,B2LY9Yoc1hSeKtsKyUGeH7ojuSWTFVuW7eYeSHPoeryZ,Copper Ore
MUD,23,-12,FdpMWTvdbRCnDYKbApcivBLDbE67dh7WTjZkGmEufaGZ,Diamond
MUD,23,-12,DydF2hynWrc98dYLryJZBr4gLD8nftd7R8WNu2mo2C7R,Super Conductor
MUD,23,-12,5jArDUm4VvkdNQF8mM3gtxdhfi47qPXGzqv6kZwy13dd,Arco
MUD,23,-12,EAXMet1QjYiRwyn2SpKi2F9PuhsU3FdHWiXKEY8UtR7b,Graphene
MUD,23,-12,2qfhmi92y26REigBoaLqHiXGiWHiXV58m1mgKzmnarAt,Fimbul Mamba EX
MUD,23,-12,95EgCr3yB34xF6TcRhM7BxovvpzWS3gvafdka3ZmTsj3,Magnet
MUD,23,-12,APCV1FFzEHd7Xsx3wYNjHTvW4Ta1vK1aCeag4vgFdi99,Electromagnet
MUD,23,-12,Hi9JjUs2tLxQ736APKmhfFybzuuvy4BwHrWdV67pJNfs,Lumanite
MUD,23,-12,6VoM7yKgsqB6nH6WVGdVnU2AHSvvmVcszFvpfNZKBxXT,Copper
MUD,23,-12,AqvRFtnF7GdAkDS66RcA3VKMbXcDBtVgdX4MX8Fxa2uM,Silica
MUD,23,-12,AC629VhgUDaJNemqeuP4F41ahMLcxcthErUgPJXS9zWN,Ammunition
MUD,-15,-33,EGHdii4xkWYe3ALn51r9fDK7tpxAsVnh9jZYg1ovHv1A,Particle Accelerator
MUD,-15,-33,A2BoRpwRPc919xsPFjPbrpZ7GdYNXwoBGEds2p3pd474,Fuel
MUD,-15,-33,Fk2wGV5gWtnxghSb4A2Fw1L7hbLgus5zeDK5g6YycWLJ,Strange Emitter
MUD,-15,-33,3ccte4moqCsN3DYVCS5D5SNQtsgj48tqDKKR2HMrGWmh,Biomass
MUD,-15,-33,DyryP51yMDW7d1sfVAW3ZeUA96JDRMKo3TdzqKMxLatB,Honeyland Explorer Badge
MUD,-15,-33,83d1241VTvS3D536e3qaVNHbUmxhp3J9ZC8QYqvhkNjq,Titanium
MUD,-15,-33,9wKSNQbZXnJExXCmuozJzx5FSsR6HVaq84usRU4mVwvV,Hydrocarbon
MUD,-15,-33,6rCcrsKynRjuC5c14X6qdEVgVzRbGtvVyPPaJbiosate,Iron Ore
MUD,-15,-33,EAzjQLtuHUjpDLeQ4iPQzcZL2Ft9C7VBCiwgzdmX9gAX,Golden Ticket 2624
MUD,-15,-33,qJhACcVEJeNMeVxVjmmTgMsaXFpeLY9gWYaL8rHBBph,Nitrogen
MUD,-15,-33,5GPNZiDmF3yZAJYtC4p3iKwdTvfasgPkt6NzeqNv4Hsc,The Edge of Paradise
MUD,-15,-33,9j5mthsZsqycCZNBU9C6VSrmbvag5YiUwZsUz9ZURsMk,Rochinol
MUD,-15,-33,F6YPCmNNbSSzK6FRkBTyiYnLnmoxxdQcj2stdDYpGLzp,Copper Wire
MUD,-15,-33,3cS34kRJJyMx5PEgw9ySNcDgN47PKvhvdjpbXFGihE62,Energy Substrate
MUD,-15,-33,33VWJTzDYdffRZK5WHhJUxAPkWfjdsQq9WmXuApdPAfP,Crystal Lattice
MUD,-15,-33,5Dqw6QnPRQqLMFMzvPD83dbPTrVs28a8EE4NJNELgkFT,Survey Data Unit
MUD,-15,-33,3p6cARyrXR5ghswUzP371fMnumXFWJS9iuUNRZBKj1tH,Radiation Absorber
MUD,-15,-33,7ugSMb73r6Nnfa1Jx1QGDbzcbLt99DUsUwvfcxdvfAm9,Food
MUD,-15,-33,Qp4SM5CyynNpv6ffwjzw5YikffY4oYECvUuxioio84z,Power Source
MUD,-15,-33,EVaSDeLYjHE5WTuofc4LEqJUqkJj3Lj7bSgop5zeNwSj,Iron
MUD,-15,-33,DvSdQtjrquLmkPCeTBSKDfRKbEyMpMqH7brf1dwroU9s,Titanium Ore
MUD,-15,-33,J8Lhga4z94C1PHLoBes4G16JCXGGQ8L3PmSiteam7gJc,Electronics
MUD,-15,-33,3fQ9K4SwHGkPcSedpeUTfEZij4Y26LEbHsed6Bhxwbm8,Framework
MUD,-15,-33,GUnCH5CdDFWy4PvZdcMLbDEMsfnJGyvuDRw41kCKZeFH,Hydrogen
MUD,-15,-33,C4fNxwKvXHmS2fN1RAaSmHPqLjenjnK7Ez2gkFA2mUx5,Field Stabilizer
MUD,-15,-33,E3G3MV7bRB2wohRrU4XCSnY6n9Wgua8cYrF7gW3ACpS7,Steel
MUD,-15,-33,9XEjbuHTBGu8ufPh45MbvK3H9iyYZZisuECrjKaJVJLm,Toolkit
MUD,-15,-33,FBwWYASrWiJoANwgVgjnruzzkMFpWtEG6GFkTE9XbD6f,Polymer
MUD,-15,-33,AwCdXacadJhHWC4sBgkkb4i6jNquiZbo6tqbsnAt4FX4,Aerogel
MUD,-15,-33,D6YqTzFikxjYE6Xc4y6dAWfpkAHtTb9tz9hqaQS3ms6W,Carbon
MUD,-15,-33,AgAofrtaPdfFtZhTwDhdKDh1jJxxqrUpQNHhcJ9tGzS6,Calico Maxhog
MUD,-15,-33,CNqDuFG3K7v8WTKUHyyDGmiRwQLZbB6qdmaAZDauybgm,Copper Ore
MUD,-15,-33,Ci5rL22gWJBMPKVHJSZLdpCbgq4yr1kwaRqeh61QdhAn,Diamond
MUD,-15,-33,C6uWxwc42MyqTypCKiVLhhTxk9sJhRsL4FZAMzsnHzi8,Super Conductor
MUD,-15,-33,GRKHiPgxpPSC3G1ALxthsi8Q5FdMno7MeeLTw7aFfi9V,Arco
MUD,-15,-33,UyZY6gfD8MRbu4BRHM5Q7x9wdipruDiAmh5d2ZDa1mj,Graphene
MUD,-15,-33,7Uds8jMuffSN7RaF26hFKmxZc18DH5vE3mzrqTSyubuE,Fimbul Mamba EX
MUD,-15,-33,BfVCNy1wGnoXTUZFJLtXzhnigtpKTwTkN93fH5mgidA2,Magnet
MUD,-15,-33,5qKx9tyBmbAx6QVPU6iHStR3k2m9kYbGGa4wTxeUTgcV,Electromagnet
MUD,-15,-33,J9jKZj7sBwMq8GHR6aYuqjNNR3ZkuSpZ97bTeiv5yNdb,Lumanite
MUD,-15,-33,E6sxyzbXvBBuof94k9oygm5DFG5rQqGiMJ2xKLqDt4Xo,Copper
MUD,-15,-33,G8GiJCNTuBhhsZbqqEEjzpbFfiwpWVXjPgriCQp9exX,Silica
MUD,-15,-33,B5N9ex7fRHi6mWHmv8S4e7ZC7biLx2kFqXTZmtxbLN1Z,Ammunition
Ustur,17,21,DhkCFHDCFkLDkaFWjAQv8M1aX4t23qM9BtozMJ61oWMz,Particle Accelerator
Ustur,17,21,8eQZfBMQS4U5NV7jRoTnK4CHPtuy9q6sHccPQmgtsaY1,Fuel
Ustur,17,21,48HXcmiNYcJXnydJJ1Bhee5oujPNFVPVyaB99hcUt5kf,Strange Emitter
Ustur,17,21,66SKLGHfbYNyJaMEfy7PofFsx3G1tbZdQSM3deZCjJAQ,Biomass
Ustur,17,21,9Co7mJoayRgMJazMWips85hf39kMBfbuvewPrt9Ca8Y1,Honeyland Explorer Badge
Ustur,17,21,JEK7NuVRLwQvpFxkfZGC6V5uPrKngfHXN25t9AiR88DS,Titanium
Ustur,17,21,55vmvLsVyfyzHn7BUUMacZT2xrczeqimTsPNcwFFCq7a,Hydrocarbon
Ustur,17,21,GjBEujNhWVktrjpHETvzPqRNW1diYpfvKE5zPVKKd8nf,Iron Ore
Ustur,17,21,2aXyNsUzsUHw7KBFxqcgguipfSy5Vt8eY8w1ejsMofWW,Golden Ticket 2624
Ustur,17,21,5zdWF96hx7prtjE6xBcK8KnnmAivYEGLtshkXoqskeTG,Nitrogen
Ustur,17,21,DLGECQ3LhmVVJnwjJnj1UAhkLiwMbnzsGRYo92a2iUnM,The Edge of Paradise
Ustur,17,21,ASUGs29RgBsqmc7Zf8dBN6jYRQ9dhB62H6eBJDsx1Ure,Rochinol
Ustur,17,21,Foggmf65XgSeyxUqPTqysczujo3QJPR1voHn1TMWWKf9,Copper Wire
Ustur,17,21,H56WrBQpSYRynDD4WntGWr21xvpeULvfYaiwpUrguTMH,Energy Substrate
Ustur,17,21,C9wprrT4oimjgXSVj3Bgt15B4kYhVzDKaSNRbqf9SwYF,Crystal Lattice
Ustur,17,21,9UjxbA4WvFBCQswJHzPsRHSaaZbspq8otKL369MxvRVD,Survey Data Unit
Ustur,17,21,2oa4Gz11KY8agyK2WnSKcPY6LWBJyBXRLJtWMUm6U6Hj,Radiation Absorber
Ustur,17,21,4v6zTj5NVsLqawNNmAGkzTop8h9U5CvbANypqAwy91Vj,Food
Ustur,17,21,3Di9Jt6jmgyUvVdejUN5YRa9vbLSPtkviGaNuDvbuVXt,Power Source
Ustur,17,21,CPoKHASgEQL6QdFSpFYWJn4ETmAZ9BHwZXWrFssmDZbe,Iron
Ustur,17,21,Cye8wdbhKNKX4LKS19ZXNeJtFqHAzFSybSEverqH59eF,Titanium Ore
Ustur,17,21,JE2rjx5mZASfSiekMo9DSrF8CTL5swLypDdasFSao7Ya,Electronics
Ustur,17,21,2GV8C8eaFf99vxym5bRaLqtahW2nKYUxA4jf7DYASZe3,Framework
Ustur,17,21,Cgkec8qNEwbhQ5GWGdodmZA4S9icbwtbSp45zMWo6eVL,Hydrogen
Ustur,17,21,2MQHK7NC6XXY5e4rUkQ1KSpewHQrtD1HSe7a89KazMBH,Field Stabilizer
Ustur,17,21,rhwbegL8miCRuKJwhPjmL2yJLCGygJyUZrwwiiHh67e,Steel
Ustur,17,21,m6kWkC3wkuAWuZiPGRsbWReQkbEbEmmsUghVPARzWLd,Toolkit
Ustur,17,21,FTfcAYJrBTMNVoBqBm2VFAymBtDNYnVZXC8nHPP3ha3w,Polymer
Ustur,17,21,D6AXPFLg323597hvpRVnkH2Qu4gxzQDG6ehu32RCwrwp,Aerogel
Ustur,17,21,G2HTKYdi9YHrSd7KeaD5Tutm5xPkkCd23SYxFLZJB7fm,Carbon
Ustur,17,21,CZnU7RiYRz4NgPRybK5jUcf91wuK1zHvz2Pwik4TrDNH,Calico Maxhog
Ustur,17,21,ANCbb7XdugHT6QW1diKCHPz7Md8hnH8TaruGTjCP2mPy,Copper Ore
